,SITE_CODE,SITE_TITLE,SHORT_NAME,SITE_COMMO,SITE_TYPE_,SITE_SUB_T,SITE_STAGE,TARGET_COM,COMMODITY,PROJ_CODE,PROJ_TITLE,CONFIDENTI,POINT_CONF,LATITUDE,LONGITUDE,WEB_LINK,EXTRACT_DA,MIN_TYPE
879,S0231086,PAN 8/14,PAN 8/14,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.804423,121.879205,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231086,2021-07-28,
880,S0231087,PAN 19/8,PAN 19/8,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.792468,121.89173,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231087,2021-07-28,
881,S0231088,PAN 19/10,PAN 19/10,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.795274,121.900453,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231088,2021-07-28,
882,S0231089,PAN 7/4,PAN 7/4,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.793015,121.909137,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231089,2021-07-28,
883,S0231090,PAN 1/5,PAN 1/5,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.794635,121.915531,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231090,2021-07-28,
884,S0231091,PAN 1/7,PAN 1/7,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.792294,121.917929,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231091,2021-07-28,
885,S0231092,PAN 1/3,PAN 1/3,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.791037,121.920385,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231092,2021-07-28,
886,S0231093,PAN 1/4,PAN 1/4,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.793093,121.927238,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231093,2021-07-28,
887,S0231094,PAN 1/8,PAN 1/8,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.793664,121.922726,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231094,2021-07-28,
888,S0231095,PAE 24/2,PAE 24/2,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.078001,122.175164,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231095,2021-07-28,
889,S0231098,PAE 23/2,PAE 23/2,Ni,Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.099401,122.173017,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231098,2021-07-28,
890,S0231099,PAE 23/3,PAE 23/3,Ni,Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.090583,122.16986,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231099,2021-07-28,
891,S0231100,PAE 23/4,PAE 23/4,Ni,Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.094067,122.1725,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231100,2021-07-28,
892,S0231101,PAE 21/4,PAE 21/4,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.072944,122.158999,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231101,2021-07-28,
893,S0231102,PAE 21/5,PAE 21/5,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.081453,122.162025,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231102,2021-07-28,
894,S0231103,PAE 21/6,PAE 21/6,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.08031,122.162939,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231103,2021-07-28,
895,S0231104,PAE 21/3,PAE 21/3,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.077741,122.160541,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231104,2021-07-28,
896,S0231105,PAE 22/2,PAE 22/2,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.080196,122.168707,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231105,2021-07-28,
897,S0231106,PAE 25/4,PAE 25/4,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.061528,122.191491,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231106,2021-07-28,
898,S0231107,PAE 25/6,PAE 25/6,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.068516,122.193425,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231107,2021-07-28,
899,S0231108,PAE 25/7,PAE 25/7,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.061335,122.197566,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231108,2021-07-28,
900,S0231109,PAE 26/1,PAE 26/1,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.074274,122.192991,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231109,2021-07-28,
901,S0231110,PAE 26/11,PAE 26/11,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.07627,122.194634,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231110,2021-07-28,
902,S0231111,PAE 26/10,PAE 26/10,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.081048,122.19974,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231111,2021-07-28,
903,S0231112,PAE 26/8,PAE 26/8,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.079081,122.201991,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231112,2021-07-28,
904,S0231113,PAE 26/9,PAE 26/9,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.080052,122.206502,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231113,2021-07-28,
905,S0231114,PAE 26/5,PAE 26/5,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.078053,122.205017,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231114,2021-07-28,
906,S0231115,PAE 26/6,PAE 26/6,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.073884,122.204789,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231115,2021-07-28,
907,S0231116,PAE 26/7,PAE 26/7,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.076283,122.203533,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231116,2021-07-28,
908,S0231117,Kerba,Kerba,"Ni, Cu",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04480,Livingstone Nickel-Copper,Public,Public,-25.528415,117.639947,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231117,2021-07-28,
909,S0231118,PAE 24/6,PAE 24/6,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.074113,122.182517,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231118,2021-07-28,
910,S0231119,Talbot - Fraser Range,Talbot,"Ni, Cu, Co",Prospect,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04167,Nova-Bollinger,Public,Public,-32.276117,122.733333,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231119,2021-07-28,
911,S0231120,Murrin East (PAE Production),Murrin East,"Ni, Co",Mine,Openpit,Operating,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.073484,122.176121,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231120,2021-07-28,
912,S0231121,PAE 24/8,PAE 24/8,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.070172,122.174065,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231121,2021-07-28,
913,S0231123,PAE 24/4,PAE 24/4,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.071486,122.190284,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231123,2021-07-28,
914,S0231124,PAE 27/2,PAE 27/2,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.059036,122.183157,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231124,2021-07-28,
915,S0231125,PAE 27/3,PAE 27/3,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.054753,122.183276,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231125,2021-07-28,
916,S0231126,PAE 27/4,PAE 27/4,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.055705,122.187916,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231126,2021-07-28,
917,S0231127,PAE 28/2,PAE 28/2,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.040852,122.196937,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231127,2021-07-28,
918,S0231128,PAE 28/3,PAE 28/3,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.038682,122.197336,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231128,2021-07-28,
919,S0231129,PAE 28/4,PAE 28/4,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.041538,122.192654,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231129,2021-07-28,
920,S0231130,PAE 28/5,PAE 28/5,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.036569,122.197165,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231130,2021-07-28,
921,S0231131,PAE 28/6,PAE 28/6,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.034685,122.197051,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231131,2021-07-28,
922,S0231132,PAE 29/4,PAE 29/4,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.999645,122.16543,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231132,2021-07-28,
923,S0231133,PAE 29/3,PAE 29/3,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.999169,122.169951,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231133,2021-07-28,
924,S0231134,PAE 29/6,PAE 29/6,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.990827,122.159646,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231134,2021-07-28,
925,S0231135,PAE 29/8,PAE 29/8,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.983917,122.162444,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231135,2021-07-28,
926,S0231136,PAE 29/10,PAE 29/10,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.988885,122.158846,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231136,2021-07-28,
927,S0231137,PAE 29/11,PAE 29/11,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.987343,122.158504,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231137,2021-07-28,
928,S0231138,PAE 29/12,PAE 29/12,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.98603,122.162787,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231138,2021-07-28,
929,S0231139,PAE 29/13,PAE 29/13,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.989513,122.161074,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231139,2021-07-28,
930,S0231140,PAE 29/2,PAE 29/2,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.005218,122.169297,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231140,2021-07-28,
931,S0231141,PAE 29/7,PAE 29/7,"Ni, Co",Mine,Openpit,Proposed,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.00596,122.16627,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231141,2021-07-28,
932,S0231142,PAE 29/1,PAE 29/1,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-29.0099,122.170439,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231142,2021-07-28,
933,S0231143,Musket - Mt Fisher East,Musket,"Ni, Cu, PGE",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04284,Mt Fisher East Nickel / Rox,Public,Public,-26.810276,121.554149,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231143,2021-07-28,
934,S0231153,Symons Hill SHG03,SHG03,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04294,Symons Hill / Matsa,Public,Public,-31.980038,123.178516,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231153,2021-07-28,
935,S0231201,SGA Prospect,SGA Prospect,"Ni, Cr, Cu, PGE, Pd, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04332,Mulga Tank,Public,Public,-29.933889,123.221822,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231201,2021-07-28,
936,S0231227,Centauri Anomaly,Centauri Anomaly,"Ni, Cu, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04167,Nova-Bollinger,Public,Public,-32.409676,122.771762,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231227,2021-07-28,
937,S0231240,Emu Bush Trend,Emu Bush Trend,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04284,Mt Fisher East Nickel / Rox,Public,Public,-26.782624,121.52508,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231240,2021-07-28,
938,S0231241,Twinleaf Trend,Twinleaf Trend,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04284,Mt Fisher East Nickel / Rox,Public,Public,-26.79605,121.53753,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231241,2021-07-28,
939,S0231243,Red Mulga Trend,Red Mulga Trend,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04284,Mt Fisher East Nickel / Rox,Public,Public,-26.863938,121.576053,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231243,2021-07-28,
940,S0231282,Beetle Juice Nickel,Beetle Juice Nickel,"Ni, Au, PGE, Cu, Ag",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02723,Tropicana,Public,Public,-29.421498,124.521296,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231282,2021-07-28,
941,S0231298,Widgiemooltha Environmental Group,Env Group,"Ni, Cu, Co",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02789,Widgiemooltha Nickel / Mincor,Public,Public,-31.630012,121.655921,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231298,2021-07-28,
942,S0231313,Nepean Environmental Group Site,Env Group,Ni,Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J00974,Nepean,Public,Public,-31.164789,121.084198,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231313,2021-07-28,
943,S0231342,Hendrix Nickel,Hendrix Ni,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04507,West Kambala Nickel,Public,Public,-31.3457,121.423972,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231342,2021-07-28,
944,S0231357,Buningonia North,Buningonia North,"Ni, Co, Cu, Ag",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04508,Fraser Range North Nickel,Public,Public,-31.405363,123.678351,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231357,2021-07-28,
945,S0231407,Desert Dragon Central,Desert Dragon,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04302,East Laverton Nickel,Public,Public,-29.474473,123.280034,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231407,2021-07-28,
946,S0231408,Windsor,Windsor,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04302,East Laverton Nickel,Public,Public,-29.525877,123.317698,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231408,2021-07-28,
947,S0231409,Desert Dragon North DDNRC002,Desert Dragon N,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04302,East Laverton Nickel,Public,Public,-29.444606,123.244554,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231409,2021-07-28,
948,S0231416,Apex - Gum Creek,Apex,"Ni, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03433,Bungarra - Gum Creek / Gateway,Public,Public,-27.268392,119.533088,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231416,2021-07-28,
949,S0231450,Symons Hill SHG11,SHG11,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04294,Symons Hill / Matsa,Public,Public,-31.992934,123.180277,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231450,2021-07-28,
950,S0231458,Forrestania Environmental Group / Western Areas,Env Group,"Ni, Cu",Mine,Decline,Shut,NICKEL,STEEL ALLOY METAL,J00757,Forrestania Nickel / Western Areas,Public,Public,-32.582031,119.741699,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231458,2021-07-28,
951,S0231544,Leinster Environmental Group,ENV,"Ni, Cu",Mine,Decline,Operating,NICKEL,STEEL ALLOY METAL,J00440,Leinster,Public,Public,-27.304974,120.541753,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231544,2021-07-28,
952,S0231596,Ravensthorpe Environmental Group,ENV,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01138,Carlingup - Nindilbillup,Public,Public,-33.589151,120.284488,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231596,2021-07-28,
953,S0231597,Hanging Wall Gossan,HWG  Gossan,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04932,Killaloe Nickel,Public,Public,-31.988352,121.890021,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231597,2021-07-28,
954,S0231679,Murrin Murrin Environmental Group,ENV,"Ni, Co",Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J00480,Murrin Murrin / Minara,Public,Public,-28.942499,121.789101,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231679,2021-07-28,
955,S0231691,Kitchener Nickel,Kitchener Ni,"Ni, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04279,Orpheus,Public,Public,-30.99321,124.329596,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231691,2021-07-28,
956,S0231697,Miitel Production Group,Prod Group,"Ni, Co, Cu",Mine,Decline,Proposed,NICKEL,STEEL ALLOY METAL,J02789,Widgiemooltha Nickel / Mincor,Public,Public,-31.584683,121.645244,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231697,2021-07-28,
957,S0231699,Hook - Red Bull,Hook,"Ni, Cu, Co",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04339,Fraser Range JV,Public,Public,-32.022073,123.158663,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231699,2021-07-28,
958,S0231729,Taipan - Polar Bear,Taipan,"Ni, Cu, Pt, Pd, Au",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03642,Polar Bear Nickel,Public,Public,-31.889455,121.823983,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231729,2021-07-28,
959,S0231745,Voyce,Voyce,"Ni, Cu, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02789,Widgiemooltha Nickel / Mincor,Public,Public,-31.654899,121.657254,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231745,2021-07-28,
960,S0231765,Savannah North,Savannah North,"Ni, Cu, Co",Mine,Decline,Under Development,NICKEL,STEEL ALLOY METAL,J00656,Savannah Nickel,Public,Public,-17.338411,128.017007,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231765,2021-07-28,
961,S0231775,Rubys Reward,Rubys Reward,"Co, Cu, Mn, Zn, Ag, Pb",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04435,Fraser Range / Classic Minerals,Public,Public,-31.460133,123.455352,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231775,2021-07-28,
962,S0231852,Cutlass,Cutlass,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04284,Mt Fisher East Nickel / Rox,Public,Public,-26.854501,121.573836,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231852,2021-07-28,
963,S0231854,Jims - Mt Fisher East,Jims,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04284,Mt Fisher East Nickel / Rox,Public,Public,-27.040577,121.336495,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231854,2021-07-28,
964,S0231855,Fisher South,Fisher South,"Ni, Cu, PGE",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04284,Mt Fisher East Nickel / Rox,Public,Public,-27.069551,121.409803,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231855,2021-07-28,
965,S0231858,Bristol,Bristol,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04302,East Laverton Nickel,Public,Public,-29.457552,123.366869,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231858,2021-07-28,
966,S0231860,Athena - East Laverton,Athena,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04302,East Laverton Nickel,Public,Public,-29.459586,123.478202,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0231860,2021-07-28,
967,S0232017,Fraser Range Environmental Group,ENV,"Ni, Cu, Co",Mine,Decline,Operating,NICKEL,STEEL ALLOY METAL,J04167,Nova-Bollinger,Public,Public,-31.812592,123.174503,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0232017,2021-07-28,
