,SITE_CODE,SITE_TITLE,SHORT_NAME,SITE_COMMO,SITE_TYPE_,SITE_SUB_T,SITE_STAGE,TARGET_COM,COMMODITY,PROJ_CODE,PROJ_TITLE,CONFIDENTI,POINT_CONF,LATITUDE,LONGITUDE,WEB_LINK,EXTRACT_DA,MIN_TYPE
406,S0021877,Lake Giles Nickel,Lake Giles Ni,"Ni, Cu, Pt, Pd, PGE, Au",Occurrence,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J03055,Lake Giles Nickel,Public,Public,-29.822241,119.928902,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021877,2021-07-28,
407,S0021880,Cepline,Cepline,"Ni, Zn, Co, Ag",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03058,Menzies Nickel,Public,Public,-29.709074,121.094884,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021880,2021-07-28,
408,S0021883,Western Zone - Bardoc,Western Zone,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03061,Bardoc Nickel,Public,Public,-30.34441,121.289497,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021883,2021-07-28,
409,S0021884,Davyhurst Nickel,Davyhurst Ni,"Ni, Cu, Pt, Pd",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03062,Davyhurst Nickel,Public,Public,-29.782452,120.56264,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021884,2021-07-28,
410,S0021890,Cassini,Cassini,"Ni, Au",Mine,Decline,Operating,NICKEL,STEEL ALLOY METAL,J02789,Widgiemooltha Nickel / Mincor,Public,Public,-31.700939,121.621101,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021890,2021-07-28,
411,S0021891,Collurabbie South,Collurabbie S,"Ni, Co, Cu, PGE",Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J03067,Collurabbie South,Public,Public,-27.231871,122.1903,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021891,2021-07-28,
412,S0021901,Devine,Devine,Ni,Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03075,Devine,Public,Public,-27.44647,121.41838,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021901,2021-07-28,
413,S0021903,Penny West Nickel,Penny West Ni,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03076,Penny West Nickel,Public,Public,-28.8737,118.830426,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021903,2021-07-28,
414,S0021904,The Horn,The Horn,"Ni, Cu, PGE, Pd, Pt",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J03077,Leinster Nickel,Public,Public,-28.167379,120.916603,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021904,2021-07-28,
415,S0021909,Mt Holland Nickel,Mt Holland Ni,"Ni, Au, PGE",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03080,Forrestania / Hannans Reward,Public,Public,-32.317986,119.726696,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021909,2021-07-28,
416,S0021910,Town Hall,Town Hall,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-31.942502,120.212805,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021910,2021-07-28,
417,S0021913,Bondi,Bondi,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,,,Public,Public,-31.959103,120.274958,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021913,2021-07-28,
418,S0021919,Dragon Rocks,Dragon Rocks,"Ni, Cu",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03085,Dragon Rocks - Holleton West,Public,Public,-32.643893,118.927039,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021919,2021-07-28,
419,S0021926,Woongaring,Woongaring,"Ni, Cu, Au, Pb, Zn",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03087,Woongaring,Public,Public,-30.05582,118.638,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021926,2021-07-28,
420,S0021932,Mt Gibb South 1,Mt Gibb South 1,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03089,Forrestania South Nickel,Public,Public,-32.919484,120.020254,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021932,2021-07-28,
421,S0021933,Mt Day Nickel,Mt Day Ni,"Ni, Cu",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03090,Mt Day Nickel,Public,Public,-32.13726,120.468368,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021933,2021-07-28,
422,S0021946,Red Billabong,Red Billabong,"Ni, Zn, Pb, Co, Cu",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04212,Red Billabong Nickel,Public,Public,-18.36087,127.283501,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021946,2021-07-28,
423,S0021949,Springvale,Springvale,"Ni, Cu, Co",Prospect,Outcrop,Undeveloped,NICKEL,STEEL ALLOY METAL,J04209,Kimberley / Sheffield,Public,Public,-17.89435,127.664398,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021949,2021-07-28,
424,S0021956,Two Bills Well,Two Bills Well,Ni,Occurrence,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J05081,Mt Zephyr Nickel,Public,Public,-28.43276,121.849998,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021956,2021-07-28,
425,S0021958,Mt Goose,Mt Goose,"Ni, Au",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03098,Mt Goose Nickel,Public,Public,-28.679621,122.153297,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021958,2021-07-28,
426,S0021960,Bodkin,Bodkin,"Ni, Cu, Pt, Pd",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02213,Wilconi,Public,Public,-26.56485,120.157997,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021960,2021-07-28,
427,S0021961,Longbow,Longbow,"Ni, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02213,Wilconi,Public,Public,-26.675295,120.239416,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021961,2021-07-28,
428,S0021975,Garard,Garard,"Ni, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03108,Quicksilver,Public,Public,-32.787682,118.668621,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0021975,2021-07-28,
429,S0022004,Panton / Thundelarra,Panton / Thundelarra,"Ni, Co, Cu",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03112,Panton / Thundelarra,Public,Public,-17.73247,127.826797,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022004,2021-07-28,
430,S0022005,Mabel Hill,Mabel Hill,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03112,Panton / Thundelarra,Public,Public,-17.680472,127.85398,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022005,2021-07-28,
431,S0022010,Sherlock Bay Extended,Sherlock Bay Extended,"Ni, Cu, Ag",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03446,Sherlock Bay Extended,Public,Public,-20.763744,117.612964,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022010,2021-07-28,
432,S0022042,T5 - Flying Fox Underground,T5,"Ni, Cu, Co",Mine,Decline,Operating,NICKEL,STEEL ALLOY METAL,J00757,Forrestania Nickel / Western Areas,Public,Public,-32.417782,119.689003,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022042,2021-07-28,
433,S0022043,T4 - Flying Fox Underground,T4,"Ni, Cu, Co",Mine,Decline,Shut,NICKEL,STEEL ALLOY METAL,J00757,Forrestania Nickel / Western Areas,Public,Public,-32.417782,119.689003,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022043,2021-07-28,
434,S0022044,Eucalyptus West,Eucalyptus W,"Ni, Co",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-29.20981,122.188004,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022044,2021-07-28,
435,S0022050,Taurus - Bulong,Taurus,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02352,Kalgoorlie Nickel Project,Public,Public,-30.686211,121.859802,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022050,2021-07-28,
436,S0022051,Comet Vale Nickel,Comet Vale Ni,"Ni, Co, Chrp",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03140,Comet Vale Nickel / Sand Queen,Public,Public,-29.971861,121.141857,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022051,2021-07-28,
437,S0022061,Bounty Nickel,Bounty Ni,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03148,Bounty Nickel,Public,Public,-32.10088,119.779404,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022061,2021-07-28,
438,S0022063,McLeay Underground,McLeay,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02628,Kambalda / Mincor,Public,Public,-31.202688,121.690596,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022063,2021-07-28,
439,S0022077,Eucalyptus Central / GME,Eucalyptus Central,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-29.201509,122.195503,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022077,2021-07-28,
440,S0022078,Eucalyptus North / GME,Eucalyptus N,"Ni, Co",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J02232,NiWest / GME,Public,Public,-29.16807,122.195801,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022078,2021-07-28,
441,S0022115,Euston - Bulong South,Euston,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03159,Bulong South Nickel,Public,Public,-30.817551,121.760399,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022115,2021-07-28,
442,S0022123,The Link,The Link,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02731,Copernicus,Public,Public,-17.655504,127.992173,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022123,2021-07-28,
443,S0022132,Typhon Pit,Typhon,"Ni, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.392774,121.1549,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022132,2021-07-28,
444,S0022152,Prospero-Tapinos Box Cut,Prospero-Tapinos,"Ni, Cu, Zn, Au",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J04770,Bellevue,Public,Public,-27.627102,120.563345,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022152,2021-07-28,
445,S0022194,Harakka,Harakka,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J00541,Honeymoon Well,Public,Public,-26.919109,120.379204,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022194,2021-07-28,
446,S0022216,Monarch Nickel,Monarch,"Ni, Cu, PGE, Pt, Pd",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03190,Norseman - Monarch,Public,Public,-32.101521,121.724503,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022216,2021-07-28,
447,S0022240,Gremlin,Gremlin,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.351995,121.137014,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022240,2021-07-28,
448,S0022243,Medusa,Medusa,"Ni, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.358091,121.143565,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022243,2021-07-28,
449,S0022245,Phantom - Cawse,Phantom,"Ni, Co",Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.363484,121.142884,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022245,2021-07-28,
450,S0022246,Dragon - Cawse Extended,Dragon,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.296565,121.066682,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022246,2021-07-28,
451,S0022248,Faun,Faun,Ni,Mine,Openpit,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.39467,121.1642,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022248,2021-07-28,
452,S0022249,Galadriel,Galadriel,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.398131,121.155763,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022249,2021-07-28,
453,S0022253,Nereid,Nereid,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.392866,121.159861,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022253,2021-07-28,
454,S0022254,Cerberus,Cerberus,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.343568,121.130917,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022254,2021-07-28,
455,S0022257,Jedbob,Jedbob,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.307091,121.084384,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022257,2021-07-28,
456,S0022259,Ogre,Ogre,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.274426,121.053299,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022259,2021-07-28,
457,S0022260,Yeti,Yeti,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.278887,121.05016,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022260,2021-07-28,
458,S0022264,Yowie North,Yowie N,Ni,Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J01882,Cawse,Public,Public,-30.284904,121.032197,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022264,2021-07-28,
459,S0022269,Bindi Bindi,Bindi Bindi,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03196,Bindi Bindi,Public,Public,-30.63518,116.286797,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022269,2021-07-28,
460,S0022270,Newleyine,Newleyine,"Ni, Cu, Pt, Pd",Occurrence,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J03197,Jimperding Ni-Cu-PGE,Public,Public,-31.625823,116.619492,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022270,2021-07-28,
461,S0022272,RAV 4 West,RAV 4 W,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01138,Carlingup - Nindilbillup,Public,Public,-33.577966,120.21123,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022272,2021-07-28,
462,S0022275,RAV B1,RAV B1,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J01138,Carlingup - Nindilbillup,Public,Public,-33.579182,120.165604,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022275,2021-07-28,
463,S0022286,Victor,Victor,"Ni, Cu",Mine,Decline,Shut,NICKEL,STEEL ALLOY METAL,J02628,Kambalda / Mincor,Public,Public,-31.195402,121.687437,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022286,2021-07-28,
464,S0022288,Rhodes - Collurabbie,Rhodes,"Ni, Cu, Co, Pt, Pd",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J02762,Collurabbie Ni / Rox,Public,Public,-26.90855,122.217903,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022288,2021-07-28,
465,S0022296,Tapinos,Tapinos,"Ni, Cu",Mine,Decline,Care and Maintenance,NICKEL,STEEL ALLOY METAL,J02247,Cosmos,Public,Public,-27.636881,120.576401,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022296,2021-07-28,
466,S0022301,Dawn - Mt Sholl B2,Dawn,Ni,Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04952,Mt Sholl,Public,Public,-20.927429,116.883301,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022301,2021-07-28,
467,S0022302,Ashlea - Mt Sholl B2,Ashlea,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04952,Mt Sholl,Public,Public,-20.935841,116.878601,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022302,2021-07-28,
468,S0022303,ABI - Mt Sholl B2,Abi,"Ni, Cu",Prospect,Drillhole,Undeveloped,NICKEL,STEEL ALLOY METAL,J04952,Mt Sholl,Public,Public,-20.923389,116.8862,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022303,2021-07-28,
469,S0022304,Anita - Mt Sholl B2,Anita,"Ni, Cu",Deposit,Unspecified,Undeveloped,NICKEL,STEEL ALLOY METAL,J04952,Mt Sholl,Public,Public,-20.92137,116.887604,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022304,2021-07-28,
470,S0022364,Sinclair,Sinclair,Ni,Mine,Openpit,Shut,NICKEL,STEEL ALLOY METAL,J02677,Sinclair,Public,Public,-28.36751,120.864403,https://minedex.dmirs.wa.gov.au/Web/common/jump.jsp?jumpType=SITE&id=S0022364,2021-07-28,
