,Zn,Ag,Cu,Pb,Au,Co,In,Ge,lat,long
29698,449.0,0.9,79.0,53.0,0.0005,,0.005,3.4,-22.925593,114.247421
29699,418.0,0.8,69.0,42.0,0.0005,,0.005,3.2,-22.925593,114.247421
29700,419.0,1.0,108.0,36.0,0.0005,,0.005,3.2,-22.925593,114.247421
29701,11.0,0.05,5.0,1.0,0.0005,,0.005,0.2,-22.858072,114.202647
29702,17.0,0.2,6.0,12.0,0.0005,,0.005,0.4,-22.857463,114.202923
29703,398.0,0.4,53.0,33.0,0.0005,,0.005,2.1,-22.913329,114.208266
29704,252.0,0.5,51.0,39.0,0.0005,,0.01,2.6,-22.913329,114.208266
29705,430.0,0.8,62.0,41.0,0.0005,,0.005,3.5,-22.920237,114.261825
29706,343.0,0.6,47.0,29.0,0.0005,,0.005,3.8,-22.920237,114.261825
29707,437.0,0.4,65.0,32.0,0.0005,,0.005,2.3,-22.91677,114.274903
29708,341.0,0.4,47.0,20.0,0.0005,,0.005,2.0,-22.91677,114.274903
29709,281.0,0.7,47.0,27.0,0.0005,,0.005,3.7,-22.917085,114.26332
29710,372.0,0.6,73.0,33.0,0.0005,,0.005,4.5,-22.917085,114.26332
29711,183.0,0.4,30.0,44.0,0.0005,,0.005,2.2,-22.916829,114.126241
29712,299.0,0.3,36.0,52.0,0.0005,,0.005,2.5,-22.920874,114.138326
31070,0.1,0.2,16.0,17.5,0.069,2.6,0.05,0.05,-18.286213,127.70353
31071,255.0,0.1,245.0,9.0,0.00916,33.0,0.05,0.52,-18.287698,127.704021
31072,110.0,0.35,185.0,1270.0,0.0362,18.6,0.05,0.22,-18.285511,127.710621
31073,280.0,0.45,260.0,130.0,1.38,49.0,0.05,0.4,-18.286492,127.718087
31074,75.0,0.15,89.0,39.0,0.00278,12.7,0.05,0.14,-18.284559,127.712813
31189,26.0,0.02,5.5,7.5,0.005,1.4,0.018,0.07,-25.591143,118.900866
31190,36.0,0.04,98.1,37.1,0.01,2.0,0.075,0.12,-25.590701,118.900112
31191,42.0,0.02,34.2,10.1,0.005,4.3,0.031,0.15,-25.589646,118.897955
31192,74.0,0.06,93.2,188.5,0.005,7.7,0.036,0.3,-25.606789,118.922817
31193,32.0,0.17,7.9,24.1,0.005,2.3,0.039,0.24,-25.606669,118.907832
31194,9.0,0.07,147.5,12.4,0.005,14.6,0.139,2.03,-25.615773,119.048161
31195,253.0,0.13,249.0,13.3,0.005,34.3,0.008,0.69,-25.628205,119.063418
31196,440.0,0.08,92.8,1.3,0.005,139.5,0.008,0.65,-25.652578,119.049248
31197,61.0,0.07,127.0,1.7,0.01,32.1,0.046,0.11,-25.666759,119.029868
31198,7.0,0.32,22.3,25.8,0.005,2.0,0.0025,0.025,-25.682946,118.989737
31199,7.0,0.08,9.2,7.7,0.005,2.1,0.0025,0.025,-25.682403,118.989828
31200,8.0,0.36,34.1,123.5,0.005,1.6,0.0025,0.025,-25.682403,118.989828
31201,6.0,0.04,12.6,27.7,0.005,1.8,0.022,0.1,-25.682968,118.989499
31202,13.0,0.04,6.0,31.3,0.005,1.3,0.0025,0.05,-25.683696,118.989073
31203,3.0,0.09,3.9,69.9,0.005,0.7,0.0025,0.05,-25.683669,118.988395
31204,1.0,0.04,3.5,8.8,0.005,0.5,0.0025,0.025,-25.68429,118.98719
31205,10.0,0.03,27.0,11.6,0.005,2.9,0.043,0.08,-25.683613,118.987149
31206,528.0,0.54,181.5,7.7,0.005,17.8,0.06,1.29,-25.682687,118.986874
31207,15.0,0.09,2.8,8.4,0.005,0.5,0.0025,0.06,-25.684428,118.98236
31208,3.0,0.05,5.3,1.7,0.005,0.6,0.0025,0.07,-25.689111,118.980495
31209,6.0,0.03,4.3,2.2,0.005,0.6,0.0025,0.05,-25.688769,118.981765
31210,8.0,0.07,6.0,8.5,0.005,4.2,0.022,0.09,-25.686743,118.978723
31211,22.0,0.05,17.6,14.3,0.005,2.7,0.027,0.1,-25.685763,118.978398
31212,30.0,1.2,27.7,13.1,0.005,4.2,0.122,0.13,-25.664246,118.958102
31213,15.0,0.17,26.7,11.4,0.005,4.8,0.08,0.05,-25.676831,118.939082
31214,22.0,0.04,10.8,2.9,0.005,11.4,0.033,0.15,-25.732568,118.887244
31215,10.0,0.04,29.1,6.7,0.005,5.4,0.042,0.2,-25.731385,118.890035
31216,6.0,0.03,30.9,4.7,0.005,3.2,0.029,0.1,-25.728309,118.894741
32501,207.0,0.21,405.0,7.8,,56.1,0.1,0.3,-20.769071,117.15952
35142,12.0,0.25,16.0,2.0,,25.0,0.01,10.0,-22.771092,116.620619
35143,12.0,0.25,16.0,5.0,,35.0,0.01,10.0,-22.771201,116.620872
35144,14.0,0.25,16.0,8.0,,40.0,0.01,10.0,-22.771247,116.621193
35145,10.0,0.25,20.0,6.0,,40.0,0.01,10.0,-22.771202,116.621398
35146,8.0,0.5,18.0,5.0,,30.0,0.01,10.0,-22.771311,116.621544
35155,101.0,0.01,46.3,2.6,0.0,42.0,0.051,0.22,-20.963385,120.210518
35156,73.0,0.01,41.4,1.6,0.0,33.5,0.042,0.22,-20.963314,120.210597
35157,10.0,0.02,22.7,2.2,0.0,6.8,0.012,0.07,-20.963153,120.210657
35158,65.0,0.05,75.6,5.8,0.0,44.5,0.028,0.3,-20.962986,120.210958
35159,122.0,0.12,64.7,4.9,0.01,102.0,0.038,0.46,-20.962928,120.211248
36357,863.0,49.7,10000.0,497.0,0.0115,25.0,1.9,0.2,-20.916826,120.953518
36378,49.0,0.01,7.2,1.1,0.0005,3.8,0.0025,0.06,-26.062946,120.128291
36379,88.0,0.07,134.0,5.2,0.001,45.8,0.058,0.28,-25.774655,120.011844
37762,27.0,0.05,265.0,36.0,,4.1,0.06,0.5,-30.262806,118.962602
37763,161.0,0.05,242.0,103.0,,21.5,0.025,0.9,-30.261617,118.964241
37764,53.0,0.05,82.0,161.0,,7.0,0.1,1.4,-30.285375,118.965214
37765,87.0,0.05,29.0,695.0,,14.8,0.06,1.2,-30.285367,118.96513
37766,4.0,0.05,7.0,15.0,,1.1,0.025,0.7,-30.279711,118.965111
37767,68.0,0.05,204.0,146.0,,8.3,0.11,0.9,-30.265608,118.960423
37768,75.0,0.05,305.0,126.0,,8.0,0.025,0.7,-30.265879,118.961011
37769,104.0,0.05,186.0,495.0,,8.4,0.22,0.9,-30.265929,118.961292
37770,16.0,0.05,70.0,35.0,,1.9,0.025,0.6,-30.266044,118.961419
37771,102.0,0.05,266.0,81.0,,8.4,0.025,0.8,-30.266125,118.961442
37772,63.0,0.05,761.0,192.0,,4.5,0.07,1.1,-30.262397,118.962168
38161,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.686855,114.262513
38162,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.686855,114.262513
38163,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.686855,114.262513
38164,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.683279,114.26453
38165,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.679686,114.265574
38166,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.675174,114.265663
38167,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.673419,114.268616
38168,100.0,1.0,100.0,100.0,0.0005,,100.0,100.0,-22.770311,114.234083
38169,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.779224,114.227576
38170,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.806626,114.220207
38171,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.813819,114.2186
38172,100.0,0.1,100.0,100.0,0.0005,,100.0,100.0,-22.785115,114.203121
38173,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.822348,114.215993
38174,100.0,3.0,100.0,100.0,0.0005,,100.0,100.0,-22.839669,114.210284
38175,100.0,0.2,100.0,100.0,0.001,,100.0,100.0,-22.839359,114.20805
38176,100.0,0.3,100.0,100.0,0.0005,,100.0,100.0,-22.84925,114.205901
38177,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.843445,114.209428
38178,100.0,0.1,100.0,100.0,0.0005,,100.0,100.0,-22.834316,114.203577
38179,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.69269,114.260646
38180,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.69269,114.260646
38181,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.690013,114.26245
38182,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.690448,114.261469
38183,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.694926,114.259434
38184,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.69719,114.259876
38185,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.69719,114.259876
38186,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.69719,114.259876
38187,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.69719,114.259876
38188,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.701184,114.255905
38189,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.702061,114.254428
38190,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.706113,114.253861
38191,100.0,0.1,100.0,100.0,0.0005,,100.0,100.0,-22.713173,114.244477
38192,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.712772,114.247403
38193,100.0,0.05,100.0,100.0,0.0005,,100.0,100.0,-22.735314,114.245979
38194,100.0,0.3,100.0,100.0,0.0005,,100.0,100.0,-22.732489,114.239224
38195,26.0,0.05,14.0,10.0,0.005,,100.0,100.0,-22.662198,114.272243
38196,21.0,0.05,14.0,20.0,0.005,,100.0,100.0,-22.662198,114.272243
38197,23.0,0.05,19.0,25.0,0.005,,100.0,100.0,-22.6631,114.272225
38198,16.0,0.05,12.0,7.0,0.005,,100.0,100.0,-22.664001,114.27211
38199,21.0,0.05,9.0,30.0,0.005,,100.0,100.0,-22.664001,114.27211
38200,17.0,0.05,9.0,31.0,0.005,,100.0,100.0,-22.6649,114.271897
38201,31.0,0.05,14.0,22.0,0.005,,100.0,100.0,-22.668952,114.271331
38202,5.0,0.05,9.0,4.0,0.005,,100.0,100.0,-22.69404,114.260425
38203,14.0,0.05,14.0,6.0,0.005,,100.0,100.0,-22.69404,114.260425
38204,1.0,0.05,9.0,14.0,0.005,,100.0,100.0,-22.69719,114.259876
38205,1.0,0.05,9.0,11.0,0.005,,100.0,100.0,-22.69719,114.259876
38206,14.0,0.05,8.0,5.0,0.005,,100.0,100.0,-22.69719,114.259876
38207,39.0,0.05,15.0,18.0,0.005,,100.0,100.0,-22.695837,114.259903
38208,10.0,0.04,14.0,1.0,0.0005,,100.0,100.0,-23.14459,114.042587
38209,17.0,0.223,10.0,16.0,0.006,,100.0,100.0,-23.144583,114.036429
38210,366.0,0.311,81.0,77.0,0.002,,100.0,100.0,-23.143825,114.040749
38211,327.0,0.2,13.0,21.0,0.001,,100.0,100.0,-23.163984,114.051658
38212,69.0,0.057,14.0,18.0,0.0005,,100.0,100.0,-23.165028,114.051996
38213,155.0,0.883,30.0,35.0,0.002,,100.0,100.0,-23.140848,114.074142
38214,17.0,0.37,1.0,29.0,0.0005,,100.0,100.0,-22.663462,114.271347
38215,14.0,0.399,4.0,27.0,0.0005,,100.0,100.0,-22.663193,114.271449
38216,2.5,0.042,4.0,2.0,0.0005,,100.0,100.0,-22.775423,114.265279
38217,2.5,0.041,3.0,3.0,0.0005,,100.0,100.0,-22.775402,114.230092
38218,236.0,0.209,17.0,23.0,0.002,,100.0,100.0,-22.778621,114.214822
38219,36.0,0.06,12.0,6.0,0.0005,,100.0,100.0,-22.770356,114.203135
38220,18.0,0.049,5.0,5.0,0.0005,,100.0,100.0,-22.769146,114.192356
38221,41.0,0.067,12.0,5.0,0.0005,,100.0,100.0,-22.779071,114.217364
38222,165.0,2.529,11.0,21.0,0.001,,100.0,100.0,-22.708084,114.232179
38223,75.0,0.182,14.0,20.0,0.003,,100.0,100.0,-22.731997,114.23593
38224,39.0,1.772,5.0,12.0,0.001,,100.0,100.0,-22.734721,114.236848
38225,20.0,0.539,2.0,3.0,0.0005,,100.0,100.0,-22.734721,114.236848
38226,15.0,0.088,13.0,22.0,0.002,,100.0,100.0,-22.918892,114.08741
38227,17.0,0.085,11.0,21.0,0.002,,100.0,100.0,-22.921408,114.089256
38228,250.0,0.109,4.0,19.0,0.003,,100.0,100.0,-22.993166,114.092603
38229,499.5,499.5,499.5,499.5,0.4995,,499.5,499.5,-22.66467,114.271235
38230,26.0,0.1,11.0,16.0,0.0005,,0.005,2.9,-22.661977,114.271551
38231,329.0,0.3,60.0,27.0,0.0005,,0.02,1.8,-23.249848,114.152397
38232,267.0,0.8,34.0,34.0,0.0005,,0.005,2.5,-22.992468,114.098837
40224,18.0,0.25,24.0,11.0,,2.0,0.02,10.0,-31.544011,119.573926
40225,16.0,0.25,70.0,11.0,,8.0,0.02,10.0,-31.543745,119.573922
40226,20.0,0.25,26.0,6.0,,12.0,0.01,10.0,-31.543857,119.573843
40227,28.0,0.25,18.0,12.0,,14.0,0.04,10.0,-31.544171,119.574292
40228,42.0,0.25,54.0,17.0,,42.0,0.02,10.0,-31.543864,119.573793
40229,36.0,0.25,56.0,22.0,,240.0,0.04,10.0,-31.543757,119.57368
40230,42.0,0.25,46.0,16.0,,12.0,0.02,10.0,-31.543775,119.57358
40231,60.0,0.25,62.0,20.0,,6.0,0.06,10.0,-31.543759,119.573861
40232,46.0,0.25,52.0,24.0,,14.0,0.01,10.0,-31.544011,119.573995
40233,56.0,0.25,58.0,12.0,,8.0,0.02,10.0,-31.543989,119.574133
40234,28.0,0.25,46.0,158.0,,16.0,0.02,10.0,-31.544148,119.574157
40235,50.0,0.25,44.0,147.0,,116.0,0.01,10.0,-31.543901,119.573829
40852,65.0,0.22,55.6,7.2,0.03,3.3,0.02,0.0,-20.786556,118.715114
40853,387.0,0.15,107.5,3.7,0.02,93.1,0.07,0.37,-20.786681,118.714404
40854,80.0,0.0,23.6,0.7,0.0,83.4,0.04,0.51,-20.787155,118.714852
40855,61.0,0.0,8.3,10.4,0.0,11.4,0.05,0.09,-20.790146,118.713867
40856,48.0,0.03,3.1,6.6,0.0,6.0,0.04,0.16,-20.79051,118.713631
40857,22.0,0.0,3.2,6.6,0.0,7.1,0.02,0.0,-20.790732,118.713057
40858,40.0,0.06,16.0,9.6,0.01,3.5,0.04,0.07,-20.791814,118.712388
40859,8.0,0.0,2.0,1.5,0.01,6.0,0.01,0.0,-20.792384,118.71224
40860,0.0,0.0,3.7,3.1,0.03,0.9,0.0,0.15,-20.724741,118.667697
40861,108.0,0.09,84.7,12.8,0.03,41.0,0.08,0.27,-20.724632,118.667743
40862,78.0,0.08,103.5,8.9,0.07,29.2,0.05,0.12,-20.724906,118.66741
40863,0.0,0.33,13.9,101.5,0.18,0.6,0.0,0.06,-20.724827,118.667256
40864,47.0,0.02,45.3,5.6,0.02,21.3,0.03,0.27,-20.724727,118.667245
40865,0.0,0.04,6.8,16.4,0.01,1.0,0.0,0.0,-20.725631,118.667178
40866,42.0,0.04,23.0,25.9,0.05,13.6,0.07,0.0,-20.722936,118.668522
40867,24.0,0.12,6.5,84.8,0.03,7.3,0.14,0.0,-20.723192,118.668188
40868,17.0,0.08,4.4,82.3,0.01,3.5,0.18,0.0,-20.722748,118.668328
40869,0.0,0.05,16.4,8.9,0.01,0.5,0.0,0.0,-20.797413,118.708887
40870,0.0,0.0,2.0,1.8,0.01,7.4,0.01,0.0,-20.797376,118.708915
40871,18.0,0.0,7.5,8.5,0.01,1.5,0.09,0.0,-20.79734,118.708944
40872,10.0,0.0,1.5,5.8,0.01,1.2,0.03,0.14,-20.797304,118.708972
40873,12.0,0.04,2.2,5.7,0.01,2.4,0.02,0.07,-20.797267,118.709001
40874,91.0,0.0,11.9,6.2,0.01,17.1,0.08,0.17,-20.797231,118.709029
40875,22.0,0.0,3.9,6.9,0.01,3.1,0.07,0.05,-20.797194,118.709057
40876,2.0,0.0,1.4,1.0,0.0,4.3,0.01,0.0,-20.794036,118.715986
40877,18.0,0.0,1.8,4.6,0.0,1.5,0.05,0.08,-20.79399,118.716034
40878,16.0,0.0,1.2,7.4,0.0,2.4,0.07,0.1,-20.793945,118.716081
40879,23.0,0.0,1.7,3.6,0.0,2.2,0.01,0.0,-20.792796,118.711688
40880,60.0,0.02,5.0,8.5,0.0,2.7,0.05,0.07,-20.792751,118.711735
40881,134.0,0.07,111.0,15.0,0.01,15.4,0.37,0.0,-20.786507,118.715536
40882,46.0,0.18,39.0,5.7,0.0,7.2,0.05,0.0,-20.786573,118.715239
40883,640.0,0.14,6.6,3.8,0.01,234.0,0.01,0.34,-20.791448,118.71197
40884,18.0,0.03,16.8,10.0,0.01,6.1,0.05,0.0,-20.788511,118.712946
40885,12.0,0.67,43.8,5.9,0.0,14.2,0.04,0.0,-20.78944,118.71043
40886,8.0,0.06,33.2,2.6,0.0,19.5,0.03,0.0,-20.789615,118.710019
40887,31.0,0.0,4.2,6.5,0.02,4.3,0.06,0.07,-20.798708,118.70944
40888,18.0,0.0,1.5,5.0,0.0,4.3,0.05,0.08,-20.795768,118.709003
40889,22.0,0.0,2.2,7.8,0.01,2.1,0.05,0.09,-20.795815,118.708802
42934,275.0,0.22,426.5,1.3,,11.4,0.721,0.9,-28.572615,116.484594
42935,3289.0,0.11,220.2,0.9,,4.2,1.764,0.63,-28.572641,116.484307
42936,93.0,0.09,268.3,0.5,,10.5,0.604,0.85,-28.572392,116.485106
42937,242.0,0.05,13888.0,4.9,,55.3,0.213,2.69,-28.739288,116.504752
42938,76.0,0.68,15319.0,11.5,,66.5,0.28,2.67,-28.738037,116.505833
42939,49.0,0.03,435.0,2.7,,37.3,0.058,0.76,-28.738037,116.505833
42940,87.0,0.15,570.1,6.4,,60.0,0.057,1.61,-28.739508,116.503215
42941,346.0,1.8,3300.7,47.2,,390.8,0.037,0.53,-28.732641,116.501394
42942,40.0,0.07,1767.9,2.3,,184.2,0.028,0.48,-28.732596,116.501363
42943,136.0,0.07,2428.6,2.5,,41.5,0.02,0.77,-28.733635,116.491937
42944,87.0,0.07,7122.9,3.2,,30.5,0.009,0.59,-28.733675,116.492848
42945,65.0,0.13,2604.1,3.1,,27.6,0.588,0.42,-28.732981,116.490762
42946,93.0,1.11,28663.0,24.1,,56.9,0.924,3.42,-28.738936,116.504764
42947,120.0,0.03,268.9,1.1,,19.0,0.053,0.28,-28.583768,116.47417
45206,36.0,0.025,44.0,5.5,0.00085,5.6,0.05,0.42,-25.683536,118.32038
45207,100.0,0.025,105.0,2.0,0.00035,42.0,0.05,0.05,-25.683518,118.322373
45208,10.0,0.05,115.0,6.0,0.0016,5.5,0.05,0.23,-25.683536,118.32038
45209,13.0,0.025,145.0,2.0,0.00027,6.9,0.05,0.17,-25.683545,118.32039
45210,5.5,0.025,100.0,7.5,0.00062,25.0,0.05,0.16,-25.683527,118.32037
45211,7.5,0.025,230.0,8.0,0.0018,21.0,0.05,0.61,-25.680473,118.322598
45212,245.0,0.15,195.0,22.0,0.00909,405.0,0.05,0.73,-25.688222,118.321429
45213,32.0,0.2,40.0,1.0,0.00365,520.0,0.05,0.05,-25.671901,118.319057
45214,11.5,0.025,72.0,0.5,0.0178,32.0,0.05,0.1,-25.675195,118.324204
45215,21.0,0.025,67.0,18.0,0.00182,56.0,0.05,0.36,-25.697157,118.31773
45216,21.0,0.025,68.0,9.0,0.00051,27.0,0.05,0.11,-25.683532,118.320839
45218,58.0,0.05,37.0,35.0,0.00048,10.1,0.05,0.36,-25.682329,118.317109
45220,0.1,0.025,1.8,0.25,0.0001,2.9,0.05,0.05,-25.682632,118.322513
45221,0.1,0.025,5.0,0.25,0.00154,0.8,0.05,0.05,-25.681724,118.322044
45222,56.0,0.025,32.0,1.5,0.0014,37.0,0.05,0.21,-25.681608,118.321953
45223,28.0,0.025,42.0,18.0,0.00711,8.0,0.05,0.33,-25.676343,118.317113
45224,105.0,0.025,39.0,20.0,0.00278,9.6,0.05,0.44,-25.676328,118.318707
45225,30.0,0.05,52.0,4.0,0.00345,58.0,0.05,0.12,-25.695677,118.32172
45227,0.1,0.025,5.5,5.0,0.00275,5.6,0.05,0.05,-25.681649,118.329387
45228,130.0,0.1,77.0,1.5,0.00168,115.0,0.05,0.47,-25.682548,118.328729
48305,24.000002,0.1,11.0,6.5,0.0077999997,36.0,0.05,0.51,-21.815058,116.486789
48306,3.6000001,0.025,14.5,0.25,0.011400001,160.0,0.05,0.05,-21.814986,116.486693
48307,22.0,0.1,21.0,0.25,0.0063999996,57.0,0.05,0.05,-21.818873,116.4905
48308,135.0,0.3,13.5,2.0,0.005,84.0,0.05,0.05,-21.820536,116.490717
48309,48.000004,0.025,27.999998,23.0,0.0031999998,33.0,0.05,0.05,-21.81994,116.490622
48310,30.0,0.05,3.8000002,15.5,0.0014,18.5,0.05,0.05,-21.819904,116.490671
48311,47.0,0.025,4.2,2.0,0.0012,31.0,0.05,0.37,-21.81537,116.485269
48312,48.000004,0.025,38.0,23.0,0.0014,65.0,0.05,0.56,-21.83732,116.579635
48313,34.0,0.025,16.0,0.25,0.0044,87.0,0.05,0.05,-21.837888,116.579092
48314,0.099999995,0.025,2.0,5.5,0.0012,22.0,0.05,0.45,-21.840311,116.576201
48315,0.099999995,0.025,16.0,0.25,0.0015999999,66.0,0.05,0.05,-21.837466,116.576722
48316,0.39999998,0.025,1.4000001,0.25,0.00079999995,0.90000004,0.05,0.05,-21.841821,116.543159
48317,0.099999995,0.025,1.4000001,0.25,0.00079999995,2.8000002,0.05,0.05,-21.843085,116.542739
48318,0.099999995,0.025,8.0,0.5,0.0015999999,3.4,0.05,0.12,-21.837884,116.500226
48319,0.099999995,0.025,3.6000001,0.25,0.0012,8.8,0.05,0.21,-21.837686,116.50042
48320,13.999999,0.025,4.0,0.25,0.0012,6.9,0.05,0.23,-21.837802,116.499849
48321,61.0,0.025,21.0,2.5,0.003,79.0,0.05,0.05,-21.837278,116.499918
48322,19.0,0.025,7.5,0.25,0.0072,63.0,0.05,0.05,-21.818476,116.51141
48323,5.5,0.025,6.5,1.5000001,0.0038,36.0,0.05,0.11,-21.818608,116.516412
48324,0.099999995,0.1,13.5,0.25,0.0028,69.0,0.05,0.05,-21.802717,116.526246
49378,100.0,0.03,51.0,4.6,0.013,60.7,0.062,0.23,-31.535723,121.592896
50947,4.0,0.01,5.0,1.0,0.005,1.2,0.0025,0.025,-20.809588,117.628839
50948,2.0,0.01,5.2,1.1,0.005,1.1,0.0025,0.025,-20.810919,117.627903
50949,1.0,0.03,8.5,0.8,0.005,1.2,0.0025,0.025,-20.806868,117.628808
50950,1.0,0.02,6.3,0.5,0.005,1.9,0.0025,0.05,-20.81234,117.624872
50951,5.0,1.21,342.0,360.0,0.01,26.2,0.059,0.025,-20.813666,117.623004
50952,6.0,0.06,18.2,11.4,0.005,3.6,0.007,0.025,-20.820502,117.613931
50953,12.0,0.54,23.0,7.3,0.005,1.3,0.057,0.53,-20.820502,117.613931
50954,4.0,0.09,11.2,10.2,0.005,1.2,0.01,0.31,-20.820502,117.613931
50955,18.0,0.06,113.5,1.7,0.005,11.5,0.023,0.16,-20.820065,117.612468
50956,21.0,0.05,45.3,10.4,0.005,9.9,0.022,0.31,-20.801271,117.637376
50957,44.0,0.03,7.2,1.2,0.005,8.0,0.0025,0.06,-20.801271,117.637376
52200,104.0,0.02,6.89,13.1,0.0006,0.73,0.01,0.05,-24.796002,116.003502
52201,116.0,0.06,24.7,9.86,0.002,14.0,0.02,0.05,-24.795939,116.003572
52202,3.16,0.035,11.8,0.91,0.0008,0.65,0.01,0.05,-24.795823,116.003781
52203,0.05,0.035,6.86,0.28,0.0028,2.18,0.01,0.05,-24.795357,116.004259
52204,6.06,0.025,2.92,8.1,0.001,3.6,0.01,0.05,-24.798771,116.004351
52205,10.3,0.005,1.77,3.94,0.0008,1.82,0.01,0.05,-24.79872,116.004875
52206,29.6,0.001,17.0,16.9,0.001,3.41,0.01,0.05,-24.799503,116.00576
52207,27.5,0.015,4.07,16.1,0.0008,3.81,0.01,0.05,-24.799891,116.005776
52208,3.42,0.001,2.43,11.1,0.0002,0.38,0.01,0.05,-24.810841,116.08293
52209,0.12,0.01,2.43,1.79,0.0001,0.28,0.01,0.05,-24.810793,116.082406
52210,280.0,0.03,20.5,11.5,0.001,14.5,0.01,0.05,-24.735973,115.976216
52211,61.0,0.035,12.9,20.0,0.0008,8.69,0.01,0.05,-24.736244,115.976273
52212,92.1,0.015,9.6,17.0,0.0004,13.0,0.04,0.05,-24.735732,115.976643
52213,85.0,0.03,10.4,13.3,0.0006,12.1,0.03,0.05,-24.73548,115.976725
52214,0.05,0.025,2.5,1.5,0.004,1.96,0.01,0.05,-24.735263,115.976736
52215,35.0,0.02,75.4,4.86,0.0006,11.6,0.01,0.05,-24.736476,115.977102
52216,56.5,0.015,14.5,14.3,0.0006,9.71,0.01,0.05,-24.736483,115.976914
52217,0.05,0.025,3.04,4.51,0.0001,1.27,0.01,0.05,-24.736673,115.976883
52218,62.7,0.035,14.6,14.9,0.0004,7.62,0.01,0.05,-24.736809,115.97701
52219,51.9,0.03,11.7,13.8,0.0006,7.63,0.01,0.05,-24.736604,115.977447
52220,0.14,0.03,19.2,3.23,0.001,5.59,0.01,0.05,-24.738788,115.979862
52221,16.0,0.005,4.3,19.8,0.0008,0.71,0.02,0.17,-24.739523,115.980301
52222,11.5,0.001,5.29,8.44,0.0006,4.64,0.02,0.05,-24.739604,115.98029
52223,36.9,0.01,7.77,8.96,0.0006,4.22,0.03,0.05,-24.74258,115.978397
52224,38.1,0.005,6.67,9.23,0.0004,4.17,0.04,0.05,-24.747198,115.974918
52225,15.5,0.02,3.92,4.28,0.0008,4.86,0.04,0.05,-24.747161,115.97474
52226,13.0,0.03,3.55,5.25,0.0004,3.43,0.06,0.05,-24.747159,115.974533
52227,7.63,0.015,2.98,4.28,0.0004,2.56,0.04,0.05,-24.747424,115.975015
52228,37.9,0.02,4.85,7.6,0.0002,6.31,0.03,0.05,-24.747424,115.975015
52229,11.3,0.0,2.38,3.39,0.0004,1.77,0.04,0.05,-24.765429,115.97465
52230,20.1,0.015,6.27,7.95,0.0024,4.03,0.05,0.05,-24.747403,115.97456
52231,14.3,0.01,3.49,8.23,0.0004,3.7,0.04,0.05,-24.747595,115.974895
52232,69.8,0.001,3.66,8.31,0.001,7.01,0.05,0.05,-24.747639,115.974657
52233,25.7,0.025,3.19,3.92,0.0004,3.53,0.03,0.05,-24.74761,115.974479
52234,24.6,0.025,5.13,19.5,0.0004,2.44,0.01,0.05,-24.748572,115.968607
52235,104.0,0.005,11.6,24.9,0.0008,7.74,0.03,0.05,-24.748572,115.968607
52236,24.3,0.01,3.91,3.56,0.0008,3.44,0.01,0.05,-24.748889,115.968704
52237,6.88,0.005,3.15,4.47,0.0006,1.75,0.01,0.05,-24.748836,115.968783
52238,56.6,0.001,4.55,7.49,0.0006,6.93,0.04,0.05,-24.749043,115.968742
52239,1.75,0.015,2.12,0.7,0.0004,0.42,0.01,0.05,-24.748797,115.968418
52240,91.3,0.02,103.0,6.81,0.0008,24.6,0.01,0.05,-24.749378,115.967572
52241,73.3,0.02,143.0,2.58,0.0008,18.5,0.01,0.05,-24.749388,115.967661
52242,89.8,0.001,53.8,9.97,0.001,10.3,0.01,0.05,-24.749406,115.96775
52243,16.3,0.001,3.0,6.36,0.0006,0.75,0.04,0.05,-24.751649,115.966861
52244,74.6,0.001,6.08,15.0,0.0008,6.71,0.04,0.1,-24.751629,115.966614
52245,25.7,0.001,7.36,5.41,0.001,3.21,0.03,0.05,-24.751592,115.966476
