,Zn,Ag,Cu,Pb,Au,Co,In,Ge,lat,long
329377,50.0,0.05,23.6,7.3,0.0025,12.4,0.04,1.0,-31.824335,123.28425
329378,38.9,0.05,8.4,4.6,0.0025,7.9,0.03,0.6,-31.824325,123.288476
329379,37.7,0.07,23.5,5.4,0.0025,9.0,0.02,0.25,-31.824316,123.292703
329380,37.9,0.04,11.4,5.6,0.0025,8.4,0.03,0.7,-31.824306,123.29693
329381,55.2,0.09,27.2,6.2,0.0025,11.0,0.03,0.7,-31.828047,123.233538
329382,53.3,0.06,25.5,8.3,0.0025,13.5,0.05,1.2,-31.828039,123.237765
329383,33.5,0.05,14.6,5.3,0.0025,9.6,0.02,0.7,-31.828031,123.241992
329384,43.1,0.07,20.9,6.5,0.0025,11.9,0.03,0.8,-31.828023,123.246219
329385,30.4,0.04,11.3,5.9,0.0025,8.4,0.02,0.7,-31.828015,123.250446
329386,40.0,0.03,16.4,8.7,0.0025,13.4,0.03,0.9,-31.828006,123.254672
329387,41.3,0.04,16.6,9.5,0.0025,15.3,0.04,0.9,-31.827998,123.258899
329388,49.2,0.04,17.6,8.0,0.0025,11.7,0.04,0.5,-31.827989,123.263126
329389,52.5,0.04,20.3,8.9,0.0025,13.5,0.05,1.0,-31.82798,123.267353
329390,51.9,0.03,21.3,9.3,0.0025,13.4,0.04,1.1,-31.827971,123.27158
329391,10.9,0.01,9.7,5.3,0.0025,5.6,0.02,0.5,-31.827962,123.275807
329392,49.3,0.03,16.4,9.0,0.0025,15.0,0.05,0.6,-31.827953,123.280034
329393,48.4,0.03,22.7,9.9,0.0025,15.1,0.05,0.7,-31.827944,123.284261
329394,47.0,0.04,15.7,7.2,0.0025,12.2,0.04,0.7,-31.827934,123.288487
329395,49.0,0.03,19.8,9.1,0.0025,13.1,0.04,0.5,-31.827925,123.292714
329396,41.7,0.04,10.4,5.3,0.0025,9.2,0.03,0.25,-31.827915,123.296941
329397,60.9,0.04,28.6,11.6,0.0025,14.4,0.05,1.1,-31.831656,123.233547
329398,40.9,0.03,13.0,7.0,0.0025,10.3,0.04,0.7,-31.831648,123.237774
329399,65.1,0.06,29.7,12.1,0.0025,19.4,0.05,0.9,-31.83164,123.242001
329400,55.4,0.05,19.4,10.0,0.0025,15.0,0.05,0.7,-31.831632,123.246228
329401,72.4,0.08,36.6,12.4,0.0025,17.8,0.06,1.0,-31.831624,123.250455
329402,48.0,0.04,15.2,9.1,0.0025,16.2,0.04,0.7,-31.831615,123.254682
329403,44.7,0.03,16.7,8.5,0.0025,15.7,0.04,0.6,-31.831607,123.258909
329404,40.7,0.03,12.6,7.2,0.0025,11.2,0.03,0.25,-31.831598,123.263136
329405,47.5,0.05,18.3,6.7,0.0025,9.1,0.03,0.25,-31.831589,123.267363
329406,55.7,0.04,21.8,9.2,0.0025,15.0,0.05,0.9,-31.83158,123.271591
329407,49.3,0.05,17.3,7.3,0.0025,11.7,0.04,0.8,-31.831571,123.275818
329408,46.5,0.06,22.0,6.2,0.005,11.2,0.03,0.25,-31.831562,123.280045
329409,48.0,0.04,22.0,7.4,0.0025,11.6,0.04,1.0,-31.831552,123.284272
329410,51.8,0.04,17.7,7.3,0.0025,11.9,0.04,1.0,-31.831543,123.288499
329411,39.0,0.05,18.9,6.2,0.0025,9.7,0.03,0.8,-31.831533,123.292726
329412,28.9,0.04,10.5,5.3,0.0025,7.3,0.02,0.25,-31.831524,123.296953
329413,49.2,0.06,27.7,9.9,0.006,13.8,0.05,1.0,-31.833516,123.200791
329414,53.5,0.06,27.0,7.5,0.0025,13.0,0.03,1.1,-31.833509,123.205018
329415,47.1,0.07,31.9,7.8,0.006,12.5,0.04,0.25,-31.833502,123.209245
329416,46.0,0.08,32.5,6.7,0.0025,11.5,0.03,0.5,-31.833495,123.213473
329417,48.2,0.08,28.7,6.1,0.005,10.6,0.03,0.25,-31.833488,123.2177
329418,46.6,0.07,18.3,7.6,0.0025,10.4,0.04,1.0,-31.833481,123.221927
329419,48.2,0.08,21.8,6.8,0.0025,10.0,0.03,0.8,-31.833473,123.226154
329420,57.4,0.04,20.0,9.3,0.0025,11.7,0.05,1.2,-31.833466,123.230381
329421,54.3,0.08,23.0,8.0,0.0025,12.4,0.05,0.8,-31.833458,123.234608
329422,47.3,0.04,18.9,10.2,0.0025,15.2,0.04,0.6,-31.83345,123.238835
329423,55.5,0.06,24.5,9.8,0.0025,17.1,0.05,0.6,-31.833442,123.243063
329424,43.1,0.04,15.4,7.8,0.0025,14.5,0.03,0.25,-31.833434,123.24729
329425,49.4,0.06,23.3,8.4,0.0025,13.5,0.05,0.9,-31.833426,123.251517
329426,41.1,0.05,14.5,6.1,0.0025,9.2,0.03,0.7,-31.833417,123.255744
329427,52.0,0.05,21.2,9.4,0.0025,14.6,0.05,1.0,-31.833409,123.259971
329428,33.6,0.03,8.9,5.7,0.0025,7.0,0.03,0.6,-31.8334,123.264198
329429,44.0,0.07,14.7,5.1,0.0025,7.6,0.03,0.8,-31.833391,123.268425
329430,45.2,0.07,19.7,6.8,0.0025,10.8,0.04,0.7,-31.833382,123.272653
329431,42.9,0.07,16.6,5.4,0.0025,8.4,0.03,0.9,-31.833373,123.27688
329432,52.6,0.05,21.8,8.5,0.006,12.0,0.05,1.2,-31.833364,123.281107
329433,46.4,0.05,23.5,8.4,0.0025,12.4,0.04,1.0,-31.833354,123.285334
329434,42.2,0.07,12.0,5.8,0.0025,8.5,0.03,0.7,-31.833345,123.289561
329435,39.6,0.07,20.0,5.7,0.0025,8.5,0.03,0.25,-31.833335,123.293788
329436,47.9,0.04,19.8,8.8,0.0025,11.7,0.05,0.8,-31.833325,123.298015
329437,45.1,0.08,20.5,4.9,0.0025,9.0,0.03,0.25,-31.837125,123.200799
329438,45.0,0.07,25.1,6.3,0.0025,10.3,0.03,0.5,-31.837118,123.205026
329439,43.3,0.08,22.4,6.0,0.0025,9.1,0.03,0.6,-31.837111,123.209254
329440,43.1,0.07,19.3,6.3,0.0025,9.2,0.03,0.7,-31.837104,123.213481
329441,49.4,0.05,27.9,9.7,0.0025,13.9,0.04,1.0,-31.837097,123.217708
329442,41.4,0.05,23.2,8.9,0.0025,11.7,0.04,0.9,-31.83709,123.221936
329443,42.6,0.06,21.7,7.7,0.0025,11.1,0.04,0.9,-31.837082,123.226163
329444,50.6,0.07,26.9,8.1,0.0025,12.7,0.04,0.8,-31.837075,123.23039
329445,48.1,0.06,20.6,9.9,0.0025,15.7,0.05,0.6,-31.837067,123.234617
329446,51.5,0.06,21.3,7.4,0.0025,12.3,0.05,0.7,-31.837059,123.238845
329447,56.9,0.05,27.3,11.2,0.0025,20.7,0.06,0.8,-31.837051,123.243072
329448,56.6,0.07,30.4,11.0,0.0025,19.1,0.06,0.9,-31.837043,123.247299
329449,40.8,0.03,18.5,7.9,0.0025,12.7,0.04,0.6,-31.837035,123.251527
329450,31.5,0.04,11.4,4.9,0.0025,7.8,0.02,0.25,-31.837026,123.255754
329451,38.0,0.1,13.2,6.8,0.0025,10.1,0.03,0.25,-31.837018,123.259981
329452,41.2,0.04,12.4,6.2,0.0025,9.5,0.03,0.25,-31.837009,123.264209
329453,45.6,0.05,17.0,6.7,0.0025,10.8,0.04,0.7,-31.837,123.268436
329454,40.3,0.04,15.7,6.5,0.0025,9.4,0.03,0.6,-31.836991,123.272663
329455,41.1,0.09,25.7,5.3,0.0025,10.5,0.03,0.25,-31.836982,123.27689
329456,38.0,0.05,22.0,7.1,0.0025,9.4,0.04,0.7,-31.836973,123.281118
329457,42.6,0.04,25.5,8.9,0.0025,11.2,0.05,0.8,-31.836963,123.285345
329458,47.4,0.05,18.6,6.9,0.0025,10.8,0.04,0.7,-31.836954,123.289572
329459,39.6,0.04,17.0,8.9,0.0025,11.8,0.04,0.7,-31.836944,123.2938
329460,38.7,0.06,22.0,5.8,0.0025,9.5,0.03,0.25,-31.836934,123.298027
329461,40.1,0.05,16.2,7.5,0.0025,10.2,0.03,0.6,-31.840734,123.200807
329462,47.9,0.07,28.3,7.7,0.0025,11.8,0.04,0.5,-31.840727,123.205034
329463,47.0,0.07,25.5,7.6,0.0025,11.4,0.03,0.7,-31.84072,123.209262
329464,55.1,0.06,29.5,9.0,0.0025,12.4,0.04,0.9,-31.840713,123.213489
329465,51.5,0.05,25.6,9.8,0.0025,13.2,0.04,1.3,-31.840706,123.217717
329466,51.6,0.05,24.9,8.9,0.0025,11.9,0.04,1.1,-31.840698,123.221944
329467,45.7,0.04,19.9,7.9,0.0025,12.9,0.05,0.8,-31.840691,123.226172
329468,62.8,0.04,29.1,11.6,0.0025,17.2,0.06,1.2,-31.840683,123.230399
329469,53.2,0.05,25.3,9.3,0.0025,15.6,0.05,1.0,-31.840676,123.234627
329470,53.9,0.06,28.7,6.9,0.0025,13.1,0.04,0.8,-31.840668,123.238854
329471,34.7,0.05,11.1,4.8,0.0025,7.3,0.03,0.25,-31.84066,123.243082
329472,35.5,0.04,13.4,4.1,0.0025,7.0,0.03,0.25,-31.840652,123.247309
329473,35.0,0.04,10.8,4.7,0.0025,7.4,0.03,0.25,-31.840643,123.251536
329474,48.6,0.03,21.4,8.8,0.0025,13.0,0.05,0.8,-31.840635,123.255764
329475,41.6,0.04,13.4,6.0,0.0025,9.4,0.03,0.6,-31.840626,123.259991
329476,42.7,0.04,19.8,7.8,0.0025,11.2,0.04,0.7,-31.840618,123.264219
329477,35.9,0.02,15.7,9.0,0.0025,12.8,0.05,0.9,-31.840609,123.268446
329478,29.2,0.04,11.3,4.2,0.0025,6.1,0.02,0.25,-31.8406,123.272674
329479,42.8,0.07,20.4,6.6,0.0025,10.3,0.04,0.8,-31.840591,123.276901
329480,40.1,0.07,25.4,6.6,0.0025,10.9,0.04,0.7,-31.840581,123.281129
329481,46.7,0.04,19.8,9.0,0.0025,11.8,0.04,0.8,-31.840572,123.285356
329482,38.5,0.06,22.8,5.2,0.0025,8.5,0.02,0.25,-31.840562,123.289584
329483,33.2,0.04,14.0,6.8,0.0025,10.1,0.03,0.25,-31.840553,123.293811
329484,42.7,0.05,21.3,7.4,0.0025,10.5,0.04,0.6,-31.840543,123.298039
329485,53.2,0.1,26.8,7.1,0.0025,11.2,0.03,0.9,-31.844342,123.200815
329486,47.0,0.07,28.1,8.1,0.0025,12.5,0.04,0.5,-31.844336,123.205042
329487,47.4,0.07,22.6,7.0,0.0025,11.6,0.03,0.25,-31.844329,123.20927
329488,48.2,0.08,24.7,7.7,0.0025,11.0,0.04,0.9,-31.844322,123.213498
329489,51.6,0.08,20.4,5.7,0.0025,10.6,0.04,0.8,-31.844315,123.217725
329490,67.9,0.07,28.6,7.5,0.0025,13.1,0.05,0.8,-31.844307,123.221953
329491,71.3,0.09,32.2,7.5,0.0025,12.8,0.04,0.9,-31.8443,123.22618
329492,61.6,0.1,27.5,7.7,0.0025,16.6,0.05,1.1,-31.844292,123.230408
329493,63.5,0.05,41.7,13.1,0.0025,18.5,0.07,1.2,-31.844284,123.234636
329494,55.6,0.09,19.0,5.9,0.0025,13.1,0.03,0.8,-31.844277,123.238863
329495,35.9,0.08,21.5,5.0,0.0025,13.7,0.04,0.8,-31.844269,123.243091
329496,44.8,0.06,14.3,4.3,0.0025,7.9,0.03,0.5,-31.84426,123.247319
329497,36.5,0.06,12.4,4.5,0.0025,6.8,0.03,0.25,-31.844252,123.251546
329498,35.6,0.04,15.7,4.9,0.0025,7.5,0.02,0.25,-31.844244,123.255774
329499,47.9,0.04,20.7,7.7,0.0025,10.2,0.04,0.6,-31.844235,123.260002
329500,48.8,0.04,18.7,7.4,0.0025,10.3,0.04,0.6,-31.844226,123.264229
329501,44.4,0.06,20.8,5.9,0.0025,8.2,0.03,0.7,-31.844218,123.268457
329502,49.7,0.06,22.7,7.5,0.0025,10.5,0.04,0.8,-31.844209,123.272684
329503,37.7,0.06,23.8,4.9,0.0025,8.3,0.03,0.8,-31.844199,123.276912
329504,37.1,0.04,16.0,6.4,0.0025,7.6,0.03,0.6,-31.84419,123.28114
329505,56.1,0.06,24.3,9.1,0.0025,12.6,0.04,0.9,-31.844181,123.285367
329506,54.6,0.05,22.1,8.8,0.0025,11.5,0.05,0.9,-31.844171,123.289595
329507,45.8,0.08,25.4,5.6,0.005,9.5,0.03,0.25,-31.844162,123.293823
329508,34.4,0.05,16.1,7.6,0.0025,8.6,0.03,0.25,-31.844152,123.29805
329509,63.9,0.06,28.5,7.1,0.0025,11.4,0.04,0.9,-31.847951,123.200822
329510,54.6,0.07,24.9,8.3,0.0025,12.0,0.04,0.9,-31.847944,123.20505
329511,54.9,0.04,19.9,9.1,0.0025,10.9,0.05,0.9,-31.847938,123.209278
329512,69.6,0.07,30.6,8.1,0.0025,11.0,0.04,0.8,-31.847931,123.213506
329513,64.6,0.08,33.5,7.6,0.0025,12.5,0.04,0.9,-31.847923,123.217734
329514,64.4,0.07,31.2,9.5,0.0025,13.1,0.05,1.0,-31.847916,123.221961
329515,65.2,0.05,39.2,10.7,0.0025,17.5,0.05,0.7,-31.847909,123.226189
329516,58.8,0.08,26.3,7.5,0.0025,12.7,0.04,0.9,-31.847901,123.230417
329517,61.6,0.08,30.8,9.7,0.0025,14.4,0.05,1.0,-31.847893,123.234645
329518,58.5,0.06,24.2,10.0,0.0025,13.7,0.05,0.8,-31.847885,123.238873
329519,50.0,0.04,20.2,7.5,0.0025,11.9,0.04,0.6,-31.847877,123.2431
329520,43.5,0.06,26.3,4.7,0.0025,8.6,0.03,0.25,-31.847869,123.247328
329521,49.1,0.08,27.6,6.8,0.0025,11.5,0.04,1.0,-31.847861,123.251556
329522,40.2,0.07,24.0,6.3,0.006,9.7,0.04,1.0,-31.847853,123.255784
329523,48.3,0.05,20.8,6.4,0.0025,9.4,0.03,0.8,-31.847844,123.260012
329524,47.5,0.04,18.6,7.7,0.0025,10.5,0.04,0.8,-31.847835,123.264239
329525,42.1,0.04,14.9,4.9,0.0025,8.3,0.03,0.5,-31.847826,123.268467
329526,52.7,0.11,23.0,6.6,0.006,10.2,0.04,0.7,-31.847817,123.272695
329527,42.1,0.09,21.3,5.9,0.0025,8.6,0.03,0.25,-31.847808,123.276923
329528,42.0,0.06,17.9,5.7,0.0025,8.4,0.03,0.8,-31.847799,123.281151
329529,65.5,0.04,31.5,6.7,0.012,13.4,0.05,0.25,-31.84779,123.285378
329530,39.9,0.02,17.3,10.8,0.009,12.9,0.04,0.5,-31.84778,123.289606
329531,32.0,0.04,18.6,8.2,0.007,11.2,0.03,0.25,-31.84777,123.293834
329532,25.3,0.02,10.0,5.4,0.006,8.2,0.02,0.25,-31.84776,123.298062
329533,37.3,0.03,22.3,7.7,0.0025,10.3,0.04,0.25,-31.85156,123.20083
329534,45.4,0.03,19.0,8.4,0.007,11.4,0.04,0.7,-31.851553,123.205058
329535,50.7,0.04,23.6,9.5,0.0025,13.6,0.05,0.7,-31.851546,123.209286
329536,46.4,0.03,17.5,8.9,0.0025,15.3,0.04,0.25,-31.851539,123.213514
329537,61.3,0.05,29.8,9.1,0.0025,16.5,0.05,0.7,-31.851532,123.217742
329538,58.6,0.03,32.2,7.8,0.0025,15.3,0.04,0.7,-31.851525,123.22197
329539,57.7,0.05,24.9,6.8,0.0025,12.6,0.04,0.5,-31.851517,123.226198
329540,46.4,0.05,21.2,6.6,0.0025,11.2,0.04,0.25,-31.85151,123.230426
329541,45.1,0.02,20.8,7.6,0.0025,11.7,0.04,0.25,-31.851502,123.234654
329542,42.6,0.04,18.5,6.3,0.0025,11.9,0.03,0.5,-31.851494,123.238882
329543,54.5,0.03,29.5,8.8,0.0025,15.6,0.04,0.5,-31.851486,123.24311
329544,39.8,0.04,26.2,6.3,0.007,11.3,0.04,0.25,-31.851478,123.247338
329545,47.9,0.04,22.9,6.7,0.0025,11.9,0.04,0.5,-31.85147,123.251566
329546,47.0,0.03,20.6,7.1,0.0025,11.2,0.04,0.6,-31.851461,123.255794
329547,38.8,0.03,14.6,6.8,0.0025,8.9,0.04,0.25,-31.851453,123.260022
329548,46.7,0.03,25.5,10.2,0.0025,13.5,0.05,0.7,-31.851444,123.26425
329549,34.5,0.01,14.5,7.8,0.0025,10.3,0.03,0.25,-31.851435,123.268478
329550,34.5,0.02,21.3,7.5,0.006,9.8,0.04,0.6,-31.851426,123.272706
329551,43.1,0.02,20.6,9.3,0.0025,12.4,0.04,0.6,-31.851417,123.276934
329552,30.9,0.03,17.2,4.7,0.0025,7.9,0.03,0.25,-31.851408,123.281162
329553,41.5,0.04,19.0,9.5,0.0025,12.1,0.04,0.5,-31.851398,123.28539
329554,34.3,0.04,20.0,14.1,0.008,21.6,0.05,0.25,-31.851389,123.289617
329555,24.7,0.005,14.0,8.2,0.007,11.7,0.03,0.25,-31.851379,123.293845
329556,22.7,0.01,7.4,4.7,0.0025,5.7,0.02,0.25,-31.851369,123.298073
329557,23.4,0.02,9.3,5.2,0.0025,6.5,0.02,0.25,-31.903629,123.325739
329558,25.7,0.03,14.5,4.4,0.0025,7.9,0.02,0.25,-31.903623,123.327854
329559,26.2,0.03,13.6,5.7,0.0025,7.3,0.02,0.25,-31.903618,123.329969
329560,32.2,0.03,20.4,9.1,0.0025,7.5,0.02,0.25,-31.903612,123.332084
329561,18.4,0.02,10.8,5.8,0.0025,7.2,0.02,0.25,-31.903607,123.3342
329562,21.6,0.005,12.7,6.9,0.0025,7.7,0.03,0.25,-31.903601,123.336315
329563,23.3,0.02,17.5,4.8,0.0025,6.2,0.02,0.25,-31.903595,123.33843
329564,14.9,0.005,5.1,3.4,0.0025,4.1,0.005,0.25,-31.90359,123.340545
329565,20.4,0.02,9.1,3.8,0.0025,4.7,0.005,0.25,-31.903584,123.34266
329566,21.0,0.02,8.4,3.7,0.0025,4.6,0.01,0.25,-31.903578,123.344775
329567,32.6,0.02,19.5,8.5,0.0025,10.1,0.04,0.5,-31.903573,123.346891
329568,22.8,0.005,7.2,4.8,0.0025,5.5,0.02,0.25,-31.907248,123.321521
329569,23.5,0.02,14.3,4.9,0.0025,6.7,0.02,0.25,-31.907243,123.323636
329570,26.0,0.02,14.7,5.0,0.0025,6.9,0.02,0.25,-31.907237,123.325752
329571,27.1,0.02,16.5,4.7,0.0025,7.0,0.02,0.25,-31.907232,123.327867
329572,23.7,0.01,7.0,4.6,0.0025,5.3,0.02,0.25,-31.907226,123.329982
329573,26.2,0.005,12.6,6.4,0.0025,8.1,0.02,0.25,-31.907221,123.332097
329574,29.3,0.005,14.8,7.9,0.0025,9.7,0.03,0.25,-31.907215,123.334213
329575,34.6,0.02,16.0,7.1,0.0025,8.7,0.03,0.5,-31.90721,123.336328
329576,24.2,0.01,8.9,3.7,0.0025,5.1,0.02,0.25,-31.907204,123.338443
329577,29.2,0.02,19.0,7.5,0.0025,6.9,0.02,0.25,-31.907198,123.340558
329578,35.2,0.01,24.0,11.5,0.0025,12.5,0.04,0.6,-31.907193,123.342674
329579,45.8,0.04,29.2,10.0,0.0025,12.5,0.03,0.6,-31.907187,123.344789
329580,42.2,0.03,23.2,7.8,0.0025,9.0,0.03,0.25,-31.907181,123.346904
329581,29.8,0.01,9.7,6.7,0.0025,8.5,0.02,0.25,-31.907176,123.349019
329582,30.2,0.02,11.2,5.5,0.0025,8.3,0.02,0.25,-31.90717,123.351135
329583,31.8,0.03,23.4,5.8,0.0025,9.6,0.02,0.25,-31.907164,123.35325
329584,21.5,0.005,5.7,4.6,0.0025,5.7,0.02,0.25,-31.910867,123.317303
329585,27.3,0.02,16.1,5.4,0.01,6.6,0.02,0.25,-31.910862,123.319418
329586,26.3,0.02,12.6,4.7,0.0025,6.4,0.02,0.25,-31.910857,123.321534
329587,23.4,0.005,8.3,4.4,0.0025,5.4,0.02,0.25,-31.910851,123.323649
329588,24.1,0.02,13.0,5.2,0.0025,5.5,0.02,0.25,-31.910846,123.325764
329589,30.4,0.02,14.8,5.0,0.0025,6.3,0.02,0.25,-31.910841,123.32788
329590,29.3,0.005,11.8,6.0,0.0025,7.8,0.02,0.25,-31.910835,123.329995
329591,29.3,0.02,18.3,6.8,0.0025,8.2,0.03,0.25,-31.91083,123.33211
329592,31.0,0.01,16.8,7.3,0.0025,9.7,0.03,0.7,-31.910824,123.334226
329593,30.4,0.03,20.0,5.4,0.0025,7.6,0.02,0.25,-31.910818,123.336341
329594,33.4,0.02,17.0,7.8,0.0025,9.8,0.03,0.6,-31.910813,123.338456
329595,28.0,0.02,14.8,5.4,0.0025,7.0,0.02,0.25,-31.910807,123.340572
329596,23.5,0.02,6.4,4.9,0.0025,6.3,0.02,0.25,-31.910802,123.342687
329597,27.9,0.02,16.7,5.4,0.0025,7.2,0.02,0.25,-31.910796,123.344802
329598,31.7,0.02,17.1,5.3,0.0025,7.8,0.02,0.25,-31.91079,123.346918
329599,36.7,0.03,23.3,7.5,0.0025,10.5,0.04,0.25,-31.910784,123.349033
329600,28.9,0.03,15.3,4.9,0.0025,8.0,0.02,0.25,-31.910778,123.351148
329601,30.3,0.03,16.7,5.9,0.0025,8.0,0.03,0.25,-31.910773,123.353264
329602,16.9,0.01,5.4,3.7,0.0025,4.0,0.01,0.25,-31.914487,123.313085
329603,14.3,0.02,6.4,2.8,0.0025,3.2,0.01,0.25,-31.914481,123.3152
329604,23.5,0.02,10.4,4.8,0.0025,6.1,0.02,0.25,-31.914476,123.317315
329605,20.7,0.02,8.7,3.2,0.0025,3.9,0.005,0.25,-31.914471,123.319431
329606,22.2,0.02,7.9,4.1,0.0025,5.3,0.02,0.25,-31.914466,123.321546
329607,12.3,0.02,5.3,2.6,0.0025,2.6,0.005,0.25,-31.91446,123.323662
329608,23.0,0.03,17.8,6.0,0.0025,6.6,0.03,0.25,-31.914455,123.325777
329609,20.0,0.02,8.9,5.5,0.0025,5.4,0.02,0.25,-31.914449,123.327893
329610,19.8,0.02,7.2,5.9,0.0025,6.3,0.02,0.25,-31.914444,123.330008
329611,21.5,0.02,9.1,6.6,0.0025,6.8,0.03,0.25,-31.914438,123.332123
329612,21.9,0.03,12.8,4.8,0.0025,5.8,0.02,0.25,-31.914433,123.334239
329613,22.4,0.03,16.1,5.1,0.0025,6.6,0.02,0.25,-31.914427,123.336354
329614,25.4,0.03,16.2,6.4,0.0025,8.5,0.03,0.25,-31.914422,123.33847
329615,23.5,0.02,9.5,6.9,0.0025,7.4,0.03,0.25,-31.914416,123.340585
329616,18.6,0.02,6.2,5.2,0.0025,5.1,0.02,0.25,-31.91441,123.3427
329617,25.6,0.03,12.6,5.0,0.0025,6.6,0.02,0.25,-31.914404,123.344816
329618,26.1,0.03,17.3,5.3,0.0025,7.1,0.02,0.25,-31.914399,123.346931
329619,29.3,0.03,14.7,7.1,0.0025,8.7,0.03,0.25,-31.914393,123.349047
329620,27.8,0.03,18.3,6.0,0.0025,7.4,0.03,0.25,-31.914387,123.351162
329621,24.2,0.04,11.5,3.6,0.0025,5.0,0.02,0.25,-31.914381,123.353277
329622,23.1,0.02,10.9,5.1,0.0025,6.6,0.02,0.25,-31.918106,123.308866
329623,15.9,0.02,6.9,3.6,0.0025,4.2,0.005,0.25,-31.918101,123.310981
329624,22.3,0.03,13.9,4.8,0.0025,6.3,0.02,0.25,-31.918095,123.313097
329625,15.3,0.02,7.4,3.0,0.0025,3.7,0.005,0.25,-31.91809,123.315212
329626,21.5,0.03,11.8,4.6,0.0025,7.3,0.02,0.25,-31.918085,123.317328
329627,23.3,0.04,14.2,4.7,0.0025,6.8,0.02,0.25,-31.91808,123.319443
329628,25.3,0.02,10.3,5.1,0.0025,6.7,0.02,0.25,-31.918074,123.321559
329629,24.8,0.02,10.2,5.7,0.0025,7.0,0.02,0.25,-31.918036,123.336367
329630,25.1,0.03,14.6,4.4,0.0025,6.7,0.02,0.25,-31.91803,123.338483
329631,37.8,0.03,26.6,9.8,0.0025,12.8,0.04,0.6,-31.918025,123.340598
329632,28.6,0.02,14.2,6.9,0.0025,8.8,0.03,0.25,-31.918019,123.342714
329633,25.5,0.02,14.8,5.7,0.0025,7.8,0.03,0.25,-31.918013,123.344829
329634,32.6,0.03,16.9,7.3,0.0025,9.4,0.03,0.5,-31.918007,123.346945
329635,23.4,0.005,13.9,6.6,0.0025,9.5,0.02,0.25,-31.918002,123.34906
329636,20.3,0.02,14.8,4.3,0.0025,5.4,0.02,0.25,-31.917996,123.351176
329637,27.8,0.02,13.5,7.2,0.0025,9.5,0.03,0.25,-31.91799,123.353291
329638,18.5,0.02,6.6,4.2,0.0025,4.6,0.005,0.25,-31.92172,123.306762
329639,16.7,0.005,5.8,3.6,0.0025,4.3,0.005,0.25,-31.921714,123.308878
329640,22.2,0.02,10.7,5.1,0.0025,5.7,0.02,0.25,-31.921709,123.310994
329641,20.0,0.02,17.1,5.4,0.0025,6.5,0.02,0.25,-31.921704,123.313109
329642,22.1,0.02,11.9,6.1,0.0025,7.1,0.03,0.25,-31.921699,123.315225
329643,14.3,0.02,4.5,3.2,0.0025,3.4,0.005,0.25,-31.921694,123.31734
329644,22.6,0.005,7.3,5.3,0.0025,6.0,0.02,0.25,-31.921639,123.338496
329645,34.1,0.04,27.0,8.6,0.0025,12.3,0.04,0.25,-31.921633,123.340612
329646,27.7,0.02,13.7,8.5,0.0025,9.6,0.04,0.25,-31.921628,123.342727
329647,34.0,0.02,19.8,9.4,0.0025,10.3,0.04,0.6,-31.921622,123.344843
329648,25.8,0.02,15.0,5.8,0.0025,7.5,0.03,0.25,-31.921616,123.346958
329649,26.9,0.02,18.3,5.7,0.0025,7.1,0.02,0.25,-31.925338,123.302543
329650,28.2,0.02,19.0,7.8,0.0025,8.4,0.03,0.25,-31.925333,123.304659
329651,19.8,0.005,7.4,4.8,0.0025,4.8,0.005,0.25,-31.925328,123.306774
329652,19.0,0.005,8.9,4.6,0.0025,5.5,0.02,0.25,-31.925323,123.30889
329653,21.4,0.03,8.1,4.8,0.0025,5.9,0.02,0.25,-31.925318,123.311006
329654,26.2,0.02,14.9,5.4,0.0025,6.8,0.02,0.25,-31.925313,123.313121
329655,16.7,0.005,4.7,3.3,0.0025,4.1,0.005,0.25,-31.928952,123.300439
329656,26.9,0.02,14.5,4.7,0.0025,5.9,0.02,0.25,-31.928947,123.302555
329657,26.2,0.005,12.3,6.4,0.0025,8.7,0.02,0.25,-31.928942,123.304671
329658,25.9,0.03,15.6,4.6,0.0025,5.5,0.02,0.25,-31.928937,123.306786
329659,22.3,0.005,7.0,4.8,0.0025,5.5,0.02,0.25,-31.928932,123.308902
329660,22.1,0.005,10.5,4.2,0.0025,5.0,0.02,0.25,-31.928927,123.311018
329753,14.0,0.02,26.9,6.5,0.003,9.5,0.014,0.08,-31.764344,123.413922
329754,15.0,0.01,23.3,7.0,0.002,12.4,0.018,0.08,-31.762611,123.413946
329755,5.0,0.15,16.6,5.5,0.003,6.7,0.015,0.17,-31.760805,123.411848
329756,20.0,0.13,25.0,5.7,0.004,8.4,0.023,0.12,-31.762636,123.411908
329757,19.0,0.12,24.3,5.7,0.004,8.3,0.023,0.11,-31.762636,123.411908
329758,9.0,0.05,19.3,3.7,0.002,11.9,0.007,0.05,-31.764558,123.411769
329759,9.0,0.1,23.4,2.6,0.021,8.4,0.008,0.05,-31.766227,123.411893
329760,5.0,0.04,24.6,2.8,0.013,5.8,0.005,0.06,-31.76814,123.411838
329761,6.0,0.02,16.1,2.7,0.006,8.4,0.008,0.025,-31.769926,123.41193
329762,19.0,0.24,22.6,4.7,0.011,7.4,0.015,0.1,-31.773478,123.409813
329763,12.0,0.21,22.5,4.6,0.009,9.3,0.013,0.08,-31.77171,123.409752
329764,20.0,0.09,28.3,4.8,0.007,9.0,0.014,0.1,-31.769861,123.40967
329765,9.0,0.05,17.3,3.6,0.012,8.7,0.01,0.07,-31.767984,123.409651
